Transaction_ID,Sale_Date,Region,Product_Division,Product_Name,Units_Sold,Unit_Price_USD,Total_Revenue_USD
1453,2025-12-23,Asia-Pacific,Motorcycles,FZ-S,13,6387.27,83034.51
1454,2025-12-24,Europe,Audio Equipment,Outboard Motor,10,13651.86,136518.6
1455,2025-12-25,Europe,Audio Equipment,Piano,7,605.72,4240.04
1456,2025-12-26,Asia-Pacific,Marine Products,AV Receiver,8,14315.21,114521.68
1457,2025-12-27,Europe,Motorcycles,Outboard Motor,8,8092.94,64743.52
1458,2025-12-28,Japan,Musical Instruments,Piano,6,14960.82,89764.92
1459,2025-12-29,Japan,Motorcycles,R15,4,4416.49,17665.96
1460,2025-12-30,Europe,Motorcycles,AV Receiver,11,2226.04,24486.44
1461,2025-12-31,India,Marine Products,Outboard Motor,13,3954.79,51412.27
1462,2026-01-01,India,Marine Products,Guitar,3,1261.31,3783.93
1463,2026-01-02,Japan,Audio Equipment,MT-15,8,7298.26,58386.08
1464,2026-01-03,India,Musical Instruments,MT-15,3,1924.61,5773.83
1465,2026-01-04,India,Audio Equipment,MT-15,2,5237.09,10474.18
1466,2026-01-05,North America,Audio Equipment,AV Receiver,10,9757.32,97573.2
1467,2026-01-06,India,Audio Equipment,R15,14,17117.92,239650.88
1468,2026-01-07,Europe,Marine Products,MT-15,12,10074.62,120895.44
1469,2026-01-08,India,Musical Instruments,R15,5,567.63,2838.15
1470,2026-01-09,Europe,Musical Instruments,Outboard Motor,7,15540.18,108781.26
1471,2026-01-10,North America,Musical Instruments,R15,8,14462.21,115697.68
1472,2026-01-11,Japan,Musical Instruments,Guitar,9,12203.09,109827.81
1473,2026-01-12,North America,Audio Equipment,AV Receiver,14,14019.72,196276.08
1474,2026-01-13,Japan,Marine Products,Guitar,14,8225.4,115155.6
1475,2026-01-14,India,Musical Instruments,Outboard Motor,8,3764.05,30112.4
1476,2026-01-15,North America,Motorcycles,Keyboard,3,9448.13,28344.39
1477,2026-01-16,Asia-Pacific,Musical Instruments,AV Receiver,10,8945.25,89452.5
1478,2026-01-17,Europe,Marine Products,Keyboard,13,8759.88,113878.44
1479,2026-01-18,India,Motorcycles,Outboard Motor,2,14727.85,29455.7
1480,2026-01-19,Europe,Audio Equipment,Guitar,10,16767.33,167673.3
1481,2026-01-20,India,Marine Products,Piano,10,467.5,4675.0
1482,2026-01-21,Japan,Marine Products,AV Receiver,8,13542.64,108341.12
1483,2026-01-22,North America,Musical Instruments,MT-15,6,12105.59,72633.54
1484,2026-01-23,Japan,Marine Products,R15,9,4250.95,38258.55
1485,2026-01-24,Asia-Pacific,Marine Products,R15,9,2022.0,18198.0
1486,2026-01-25,India,Musical Instruments,Outboard Motor,7,10410.87,72876.09
1487,2026-01-26,India,Motorcycles,Guitar,3,15597.99,46793.97
1488,2026-01-27,India,Audio Equipment,AV Receiver,11,12307.69,135384.59
1489,2026-01-28,Asia-Pacific,Marine Products,AV Receiver,10,8333.96,83339.6
1490,2026-01-29,Japan,Motorcycles,Piano,12,7991.66,95899.92
1491,2026-01-30,North America,Marine Products,AV Receiver,11,1205.41,13259.51
1492,2026-01-31,North America,Motorcycles,Guitar,11,11210.88,123319.68
1493,2026-02-01,Japan,Marine Products,Piano,6,15197.33,91183.98
1494,2026-02-02,Europe,Musical Instruments,Guitar,5,3318.5,16592.5
1495,2026-02-03,Japan,Marine Products,Piano,6,11738.75,70432.5
1496,2026-02-04,Japan,Motorcycles,Guitar,11,7927.17,87198.87
1497,2026-02-05,North America,Motorcycles,Piano,10,17816.03,178160.3
1498,2026-02-06,Japan,Audio Equipment,MT-15,2,10975.85,21951.7
1499,2026-02-07,North America,Audio Equipment,Guitar,13,17898.08,232675.04
1500,2026-02-08,North America,Audio Equipment,FZ-S,10,13915.85,139158.5
